"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,090741,CME ,00,090 ,  171557,   42286,   49666,    2076,   93842,   95629,  138204,  147371,   33353,   24186,  171557,   42286,   49666,    2076,   93842,   95629,  138204,  147371,   33353,   24186,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -12919,   -8609,  -22360,     202,   -4115,    5992,  -12522,  -16166,    -397,    3247,  100.0,   24.6,   29.0,    1.2,   54.7,   55.7,   80.6,   85.9,   19.4,   14.1,  100.0,   24.6,   29.0,    1.2,   54.7,   55.7,   80.6,   85.9,   19.4,   14.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    103,     25,     24,     10,     31,     34,     60,     64,    103,     25,     24,     10,     31,     34,     60,     64,      0,      0,      0,      0,      0,      0,      0,      0,    42.6,    29.9,    55.4,    41.9,    42.6,    29.9,    54.5,    41.5,    42.6,    29.9,    55.4,    41.9,    42.6,    29.9,    54.5,    41.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 "
"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,090741,CME ,00,090 ,  184476,   50895,   72026,    1874,   97957,   89637,  150726,  163537,   33750,   20939,  184476,   50895,   72026,    1874,   97957,   89637,  150726,  163537,   33750,   20939,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    8024,    9210,   -4380,    -149,    -431,   15197,    8630,   10668,    -606,   -2644,  100.0,   27.6,   39.0,    1.0,   53.1,   48.6,   81.7,   88.6,   18.3,   11.4,  100.0,   27.6,   39.0,    1.0,   53.1,   48.6,   81.7,   88.6,   18.3,   11.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    108,     27,     22,     10,     34,     37,     66,     64,    108,     27,     22,     10,     34,     37,     66,     64,      0,      0,      0,      0,      0,      0,      0,      0,    39.2,    31.9,    52.2,    47.1,    39.2,    31.9,    52.1,    47.0,    39.2,    31.9,    52.2,    47.1,    39.2,    31.9,    52.1,    47.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 "
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,092741,CME ,00,092 ,   48398,   10049,   15220,      38,   24238,   18039,   34325,   33297,   14073,   15101,   48398,   10049,   15220,      38,   24238,   18039,   34325,   33297,   14073,   15101,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -2082,    -578,     855,    -251,    1788,   -4138,     959,   -3534,   -3041,    1452,  100.0,   20.8,   31.4,    0.1,   50.1,   37.3,   70.9,   68.8,   29.1,   31.2,  100.0,   20.8,   31.4,    0.1,   50.1,   37.3,   70.9,   68.8,   29.1,   31.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,     13,     12,      2,     14,     16,     28,     29,     51,     13,     12,      2,     14,     16,     28,     29,      0,      0,      0,      0,      0,      0,      0,      0,    39.1,    24.5,    49.5,    38.6,    39.0,    24.5,    49.4,    37.8,    39.1,    24.5,    49.5,    38.6,    39.0,    24.5,    49.4,    37.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 "
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,092741,CME ,00,092 ,   50480,   10627,   14365,     289,   22450,   22177,   33366,   36831,   17114,   13649,   50480,   10627,   14365,     289,   22450,   22177,   33366,   36831,   17114,   13649,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     311,    -417,   -1071,      96,    -690,    1561,   -1011,     586,    1322,    -275,  100.0,   21.1,   28.5,    0.6,   44.5,   43.9,   66.1,   73.0,   33.9,   27.0,  100.0,   21.1,   28.5,    0.6,   44.5,   43.9,   66.1,   73.0,   33.9,   27.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     53,     17,     11,      3,     12,     16,     30,     29,     53,     17,     11,      3,     12,     16,     30,     29,      0,      0,      0,      0,      0,      0,      0,      0,    38.7,    25.6,    45.9,    41.9,    38.7,    24.6,    45.9,    40.9,    38.7,    25.6,    45.9,    41.9,    38.7,    24.6,    45.9,    40.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 "
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,092741,CME ,00,092 ,   50169,   11044,   15436,     193,   23140,   20616,   34377,   36245,   15792,   13924,   50169,   11044,   15436,     193,   23140,   20616,   34377,   36245,   15792,   13924,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1067,     310,    -513,     -32,   -1189,     445,    -911,    -100,    -156,    -967,  100.0,   22.0,   30.8,    0.4,   46.1,   41.1,   68.5,   72.2,   31.5,   27.8,  100.0,   22.0,   30.8,    0.4,   46.1,   41.1,   68.5,   72.2,   31.5,   27.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     51,     16,     11,      2,     11,     15,     28,     27,     51,     16,     11,      2,     11,     15,     28,     27,      0,      0,      0,      0,      0,      0,      0,      0,    40.3,    25.8,    49.3,    42.5,    40.3,    24.9,    49.3,    41.5,    40.3,    25.8,    49.3,    42.5,    40.3,    24.9,    49.3,    41.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 "
"SWISS FRANC - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,092741,CME ,00,092 ,   51236,   10734,   15949,     225,   24329,   20171,   35288,   36345,   15948,   14891,   51236,   10734,   15949,     225,   24329,   20171,   35288,   36345,   15948,   14891,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    4014,    2312,    4082,       6,    -157,    1210,    2161,    5298,    1853,   -1284,  100.0,   21.0,   31.1,    0.4,   47.5,   39.4,   68.9,   70.9,   31.1,   29.1,  100.0,   21.0,   31.1,    0.4,   47.5,   39.4,   68.9,   70.9,   31.1,   29.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     52,     15,     12,      2,     11,     15,     27,     28,     52,     15,     12,      2,     11,     15,     27,     28,      0,      0,      0,      0,      0,      0,      0,      0,    40.3,    24.6,    49.1,    42.6,    40.3,    24.6,    49.1,    42.6,    40.3,    24.6,    49.1,    42.6,    40.3,    24.6,    49.1,    42.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF CHF 125,000)","092741","CME ","092 "
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,095741,CME ,00,095 ,  250059,  127479,   52380,    7331,  108318,  187719,  243128,  247430,    6931,    2629,  250059,  127479,   52380,    7331,  108318,  187719,  243128,  247430,    6931,    2629,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  -13414,   -6212,     291,     222,   -6732,  -13602,  -12722,  -13089,    -692,    -325,  100.0,   51.0,   20.9,    2.9,   43.3,   75.1,   97.2,   98.9,    2.8,    1.1,  100.0,   51.0,   20.9,    2.9,   43.3,   75.1,   97.2,   98.9,    2.8,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    165,     69,     27,      8,     45,     34,    117,     66,    165,     69,     27,      8,     45,     34,    117,     66,      0,      0,      0,      0,      0,      0,      0,      0,    33.2,    70.5,    48.4,    83.2,    33.2,    70.5,    47.9,    82.1,    33.2,    70.5,    48.4,    83.2,    33.2,    70.5,    47.9,    82.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 "
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,095741,CME ,00,095 ,  263473,  133691,   52089,    7109,  115050,  201321,  255850,  260519,    7623,    2954,  263473,  133691,   52089,    7109,  115050,  201321,  255850,  260519,    7623,    2954,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -7764,   -9745,   -2908,    3432,    -890,   -8625,   -7203,   -8101,    -561,     337,  100.0,   50.7,   19.8,    2.7,   43.7,   76.4,   97.1,   98.9,    2.9,    1.1,  100.0,   50.7,   19.8,    2.7,   43.7,   76.4,   97.1,   98.9,    2.9,    1.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    164,     69,     28,      7,     44,     33,    117,     64,    164,     69,     28,      7,     44,     33,    117,     64,      0,      0,      0,      0,      0,      0,      0,      0,    33.0,    71.5,    48.6,    83.3,    33.0,    71.5,    48.6,    81.9,    33.0,    71.5,    48.6,    83.3,    33.0,    71.5,    48.6,    81.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 "
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,095741,CME ,00,095 ,  271237,  143436,   54997,    3677,  115940,  209946,  263053,  268620,    8184,    2617,  271237,  143436,   54997,    3677,  115940,  209946,  263053,  268620,    8184,    2617,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2610,    2429,    3088,    2851,   -2754,   -1077,    2526,    4862,      84,   -2252,  100.0,   52.9,   20.3,    1.4,   42.7,   77.4,   97.0,   99.0,    3.0,    1.0,  100.0,   52.9,   20.3,    1.4,   42.7,   77.4,   97.0,   99.0,    3.0,    1.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    172,     75,     25,      6,     48,     36,    126,     64,    172,     75,     25,      6,     48,     36,    126,     64,      0,      0,      0,      0,      0,      0,      0,      0,    32.2,    69.3,    48.5,    81.4,    32.2,    69.2,    48.5,    80.8,    32.2,    69.3,    48.5,    81.4,    32.2,    69.2,    48.5,    80.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 "
"MEXICAN PESO - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,095741,CME ,00,095 ,  268627,  141007,   51909,     826,  118694,  211023,  260527,  263758,    8100,    4869,  268627,  141007,   51909,     826,  118694,  211023,  260527,  263758,    8100,    4869,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   15410,    9151,    7802,      81,    5571,    7330,   14803,   15213,     607,     197,  100.0,   52.5,   19.3,    0.3,   44.2,   78.6,   97.0,   98.2,    3.0,    1.8,  100.0,   52.5,   19.3,    0.3,   44.2,   78.6,   97.0,   98.2,    3.0,    1.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    168,     74,     28,      7,     40,     37,    117,     69,    168,     74,     28,      7,     40,     37,    117,     69,      0,      0,      0,      0,      0,      0,      0,      0,    32.8,    66.6,    51.1,    81.1,    32.8,    66.6,    51.1,    81.1,    32.8,    66.6,    51.1,    81.1,    32.8,    66.6,    51.1,    81.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF MXN 500,000)","095741","CME ","095 "
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,096742,CME ,00,096 ,  185680,   72599,   41162,   10496,   73087,  107426,  156182,  159084,   29498,   26596,  185680,   72599,   41162,   10496,   73087,  107426,  156182,  159084,   29498,   26596,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    5922,    6369,    5863,    1014,   -1351,    2008,    6032,    8885,    -110,   -2963,  100.0,   39.1,   22.2,    5.7,   39.4,   57.9,   84.1,   85.7,   15.9,   14.3,  100.0,   39.1,   22.2,    5.7,   39.4,   57.9,   84.1,   85.7,   15.9,   14.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    106,     22,     23,     15,     24,     47,     52,     80,    106,     22,     23,     15,     24,     47,     52,     80,      0,      0,      0,      0,      0,      0,      0,      0,    26.9,    24.1,    45.1,    39.1,    25.3,    22.9,    43.1,    35.9,    26.9,    24.1,    45.1,    39.1,    25.3,    22.9,    43.1,    35.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 "
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,096742,CME ,00,096 ,  179758,   66230,   35299,    9482,   74438,  105418,  150150,  150199,   29608,   29559,  179758,   66230,   35299,    9482,   74438,  105418,  150150,  150199,   29608,   29559,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    7127,    5546,   -4651,    1480,   -1534,    6571,    5492,    3400,    1635,    3727,  100.0,   36.8,   19.6,    5.3,   41.4,   58.6,   83.5,   83.6,   16.5,   16.4,  100.0,   36.8,   19.6,    5.3,   41.4,   58.6,   83.5,   83.6,   16.5,   16.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    107,     23,     18,     15,     30,     47,     57,     77,    107,     23,     18,     15,     30,     47,     57,     77,      0,      0,      0,      0,      0,      0,      0,      0,    26.2,    25.3,    42.1,    39.2,    23.9,    23.7,    39.6,    35.9,    26.2,    25.3,    42.1,    39.2,    23.9,    23.7,    39.6,    35.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 "
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,096742,CME ,00,096 ,  172631,   60684,   39950,    8002,   75972,   98847,  144658,  146799,   27973,   25832,  172631,   60684,   39950,    8002,   75972,   98847,  144658,  146799,   27973,   25832,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5139,   -1110,   -6639,     -98,   -2779,    2846,   -3987,   -3891,   -1152,   -1248,  100.0,   35.2,   23.1,    4.6,   44.0,   57.3,   83.8,   85.0,   16.2,   15.0,  100.0,   35.2,   23.1,    4.6,   44.0,   57.3,   83.8,   85.0,   16.2,   15.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    105,     22,     20,     14,     29,     45,     57,     74,    105,     22,     20,     14,     29,     45,     57,     74,      0,      0,      0,      0,      0,      0,      0,      0,    27.1,    26.4,    42.3,    40.6,    24.7,    26.0,    39.0,    38.1,    27.1,    26.4,    42.3,    40.6,    24.7,    26.0,    39.0,    38.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 "
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,096742,CME ,00,096 ,  177770,   61794,   46589,    8100,   78751,   96001,  148645,  150690,   29125,   27080,  177770,   61794,   46589,    8100,   78751,   96001,  148645,  150690,   29125,   27080,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    2632,    3044,    1931,      38,    2250,   -2402,    5332,    -433,   -2700,    3065,  100.0,   34.8,   26.2,    4.6,   44.3,   54.0,   83.6,   84.8,   16.4,   15.2,  100.0,   34.8,   26.2,    4.6,   44.3,   54.0,   83.6,   84.8,   16.4,   15.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    106,     24,     20,     13,     30,     43,     59,     72,    106,     24,     20,     13,     30,     43,     59,     72,      0,      0,      0,      0,      0,      0,      0,      0,    25.2,    28.2,    39.5,    43.1,    21.9,    27.8,    35.4,    40.9,    25.2,    28.2,    39.5,    43.1,    21.9,    27.8,    35.4,    40.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,097741,CME ,00,097 ,  243032,   52585,  123230,    6306,  144222,   67230,  203113,  196766,   39919,   46266,  243032,   52585,  123230,    6306,  144222,   67230,  203113,  196766,   39919,   46266,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   29723,    8405,   22490,     668,   19174,    3906,   28247,   27064,    1476,    2659,  100.0,   21.6,   50.7,    2.6,   59.3,   27.7,   83.6,   81.0,   16.4,   19.0,  100.0,   21.6,   50.7,    2.6,   59.3,   27.7,   83.6,   81.0,   16.4,   19.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    148,     33,     43,     15,     45,     40,     85,     91,    148,     33,     43,     15,     45,     40,     85,     91,      0,      0,      0,      0,      0,      0,      0,      0,    26.4,    25.9,    38.5,    38.0,    26.4,    25.9,    37.1,    38.0,    26.4,    25.9,    38.5,    38.0,    26.4,    25.9,    37.1,    38.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,097741,CME ,00,097 ,  213309,   44180,  100740,    5638,  125048,   63324,  174866,  169702,   38443,   43607,  213309,   44180,  100740,    5638,  125048,   63324,  174866,  169702,   38443,   43607,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   13010,    2816,    3427,    1516,   11172,    3639,   15504,    8582,   -2494,    4428,  100.0,   20.7,   47.2,    2.6,   58.6,   29.7,   82.0,   79.6,   18.0,   20.4,  100.0,   20.7,   47.2,    2.6,   58.6,   29.7,   82.0,   79.6,   18.0,   20.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    146,     33,     41,     14,     45,     40,     86,     87,    146,     33,     41,     14,     45,     40,     86,     87,      0,      0,      0,      0,      0,      0,      0,      0,    26.0,    25.3,    36.0,    37.0,    26.0,    25.2,    34.8,    36.9,    26.0,    25.3,    36.0,    37.0,    26.0,    25.2,    34.8,    36.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,097741,CME ,00,097 ,  200299,   41364,   97313,    4122,  113876,   59685,  159362,  161120,   40937,   39179,  200299,   41364,   97313,    4122,  113876,   59685,  159362,  161120,   40937,   39179,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   16257,    7779,    6533,     256,    5271,    6569,   13306,   13358,    2951,    2899,  100.0,   20.7,   48.6,    2.1,   56.9,   29.8,   79.6,   80.4,   20.4,   19.6,  100.0,   20.7,   48.6,    2.1,   56.9,   29.8,   79.6,   80.4,   20.4,   19.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    136,     30,     35,      9,     45,     40,     79,     80,    136,     30,     35,      9,     45,     40,     79,     80,      0,      0,      0,      0,      0,      0,      0,      0,    27.5,    30.3,    37.3,    39.9,    27.1,    30.3,    35.7,    39.9,    27.5,    30.3,    37.3,    39.9,    27.1,    30.3,    35.7,    39.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,097741,CME ,00,097 ,  184042,   33585,   90780,    3866,  108605,   53116,  146056,  147762,   37986,   36280,  184042,   33585,   90780,    3866,  108605,   53116,  146056,  147762,   37986,   36280,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4498,   -3736,   -2109,    1137,   -1408,   -4238,   -4007,   -5210,    -491,     712,  100.0,   18.2,   49.3,    2.1,   59.0,   28.9,   79.4,   80.3,   20.6,   19.7,  100.0,   18.2,   49.3,    2.1,   59.0,   28.9,   79.4,   80.3,   20.6,   19.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    134,     27,     36,     10,     47,     39,     82,     77,    134,     27,     36,     10,     47,     39,     82,     77,      0,      0,      0,      0,      0,      0,      0,      0,    30.3,    28.9,    39.2,    38.8,    29.8,    28.9,    38.8,    38.8,    30.3,    28.9,    39.2,    38.8,    29.8,    28.9,    38.8,    38.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"USD INDEX - ICE FUTURES U.S.",240123,2024-01-23,098662,ICUS,01,098 ,   24663,   16526,   14879,    1941,    2895,    5271,   21362,   22091,    3301,    2572,   24663,   16526,   14879,    1941,    2895,    5271,   21362,   22091,    3301,    2572,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1162,    1449,    1102,     216,   -1023,      61,     642,    1379,     520,    -217,  100.0,   67.0,   60.3,    7.9,   11.7,   21.4,   86.6,   89.6,   13.4,   10.4,  100.0,   67.0,   60.3,    7.9,   11.7,   21.4,   86.6,   89.6,   13.4,   10.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     99,     51,     40,      8,      4,      6,     59,     50,     99,     51,     40,      8,      4,      6,     59,     50,      0,      0,      0,      0,      0,      0,      0,      0,    46.7,    37.9,    55.8,    52.7,    42.9,    35.5,    51.1,    50.2,    46.7,    37.9,    55.8,    52.7,    42.9,    35.5,    51.1,    50.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"USD INDEX - ICE FUTURES U.S.",240116,2024-01-16,098662,ICUS,01,098 ,   23501,   15077,   13777,    1725,    3918,    5210,   20720,   20712,    2781,    2789,   23501,   15077,   13777,    1725,    3918,    5210,   20720,   20712,    2781,    2789,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -377,    -964,     646,     -64,     320,    -598,    -708,     -16,     331,    -361,  100.0,   64.2,   58.6,    7.3,   16.7,   22.2,   88.2,   88.1,   11.8,   11.9,  100.0,   64.2,   58.6,    7.3,   16.7,   22.2,   88.2,   88.1,   11.8,   11.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     99,     48,     41,      6,      7,      5,     57,     50,     99,     48,     41,      6,      7,      5,     57,     50,      0,      0,      0,      0,      0,      0,      0,      0,    43.6,    40.6,    54.1,    57.6,    38.6,    39.9,    48.3,    55.2,    43.6,    40.6,    54.1,    57.6,    38.6,    39.9,    48.3,    55.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
